station_european_code;station_local_code;country_iso_code;country_name;station_name;station_start_date;station_end_date;type_of_station;station_ozone_classification;station_type_of_area;station_subcat_rural_back;street_type;station_longitude_deg;station_latitude_deg;station_altitude;station_city;lau_level1_code;lau_level2_code;lau_level2_name;EMEP_station
IT1994A;2010601;IT;ITALY;CENSG3 2010601;09/06/2010;;Industrial;urban;urban;;;8.794168;39.546665;56;SAN GAVINO MONREALE;;106014;San Gavino Monreale;no
IT1277A;2009106;IT;ITALY;CENSN1 2009106;01/03/1998;;Background;;urban;;;9.694445;40.575001;39;SINISCOLA;;91085;Siniscola;no
IT1349A;2009008;IT;ITALY;CENSS1 2009008;30/08/1994;;Industrial;rural;suburban;;Wide street: L/H > 1.5;8.381389;40.831112;15;PORTO TORRES;;;;no
IT2060A;2009025;IT;ITALY;CENSS2 2009025;01/02/2012;;Background;rural background;rural;remote;;8.275278;40.809167;61;SASSARI;;;;no
IT1347A;2009001;IT;ITALY;CENSS3 2009001;30/08/1994;;Industrial;rural;suburban;;Wide street: L/H > 1.5;8.360278;40.814999;15;PORTO TORRES;;90058;Porto Torres;no
IT1383A;2009011;IT;ITALY;CENSS4 2009011;22/11/1981;;Industrial;;suburban;;Highway: average speed vehicles > 80 km/h;8.393888;40.831944;18;PORTO TORRES;;90058;Porto Torres;no
IT1356A;2009003;IT;ITALY;CENSS5 2009003;22/11/1981;;Industrial;suburban;urban;;;8.396944;40.838612;10;PORTO TORRES;;90058;Porto Torres;no
IT1381A;2009019;IT;ITALY;CENSS6 2009019;30/08/1994;02/02/2011;Traffic;;urban;;Canyon street: L/H < 1.5;8.562778;40.730278;180;SASSARI;;;;no
IT1351A;2009006;IT;ITALY;CENSS7 2009006;30/08/1994;;Industrial;;rural;;Highway: average speed vehicles > 80 km/h;8.717777;40.655281;235;CODRONGIANOS;;;;no
IT1352A;2009007;IT;ITALY;CENSS8 2009007;30/08/1994;;Industrial;;rural;;Highway: average speed vehicles > 80 km/h;8.279166;40.844723;35;STINTINO;;90064;Sassari;no
IT1220A;2009219;IT;ITALY;CENST1 2009219;01/03/1998;;Background;;rural;;;8.454722;39.080555;2;SANT_ANTIOCO;;107020;Sant_Antioco;no
IT1219A;2009220;IT;ITALY;CENST2 2009220;01/03/1998;23/06/2010;Industrial;;suburban;;;8.458333;39.053886;11;SANT_ANTIOCO;;107020;Sant_Antioco;no
IT1426A;2009020;IT;ITALY;CENSU1 2009020;22/11/1981;01/06/1994;Traffic;;rural;;Highway: average speed vehicles > 80 km/h;8.297223;40.808334;60;PORTO TORRES;;90064;Sassari;no
IT1353A;2009004;IT;ITALY;CENSU2 2009004;22/11/1981;01/06/1994;Traffic;;urban;;Canyon street: L/H < 1.5;8.558333;40.722221;198;SASSARI;;90064;Sassari;no
IT1382A;2009010;IT;ITALY;CENSU3 2009010;01/10/1990;01/06/1994;Industrial;;rural;;Unknown;8.597222;40.700001;120;MUROS;;90043;Muros;no
IT1302A;2009012;IT;ITALY;CENSU4 2009012;22/11/1981;10/05/1992;Unknown;;unknown;;Unknown;8.588888;40.783333;196;SENNORI;;90067;Sennori;no
IT1303A;2009013;IT;ITALY;CENSU5 2009013;01/10/1990;01/06/1994;Industrial;;rural;;Unknown;8.613890;40.705555;110;MUROS;;90043;Muros;no
IT1242A;2009014;IT;ITALY;CENSU6 2009014;10/12/1991;01/06/1994;Industrial;;rural;;Unknown;8.595833;40.697224;120;MUROS;;90043;Muros;no
IT1189A;803802;IT;ITALY;CENTO 803802;01/09/1998;15/12/2007;Traffic;;urban;;Wide street: L/H > 1.5;11.289167;44.723888;16;CENTO;;38004;Cento;no
IT1917A;803811;IT;ITALY;CENTO 803811;01/01/2008;;Background;;suburban;;;11.299723;44.738335;16;CENTO;;38004;Cento;no
IT1280A;2009107;IT;ITALY;CENTO1 2009107;01/03/1998;;Background;;urban;;;9.680556;39.929447;2;TORTOLI_;;105018;Tortolì;no
IT1412A;1104405;IT;ITALY;CENTRALINA ITAS - ARPAM;01/01/1990;;Industrial;;suburban;;;13.597222;42.854167;160;;;;;no
IT1371A;2009216;IT;ITALY;CENVC1 2009216;14/10/2000;24/05/2010;Industrial;rural;rural;;;8.739167;39.457779;100;VILLACIDRO;;106025;Villacidro;no
IT1307A;2009217;IT;ITALY;CENVS1 2009217;14/10/2000;;Background;;suburban;;;8.941389;39.383335;20;VILLASOR;;92101;Villasor;no
IT2005A;2010401;IT;ITALY;CEOLB1 2010401;14/10/2010;;Background;suburban;suburban;;;9.491667;40.927502;0;OLBIA;;104017;Olbia;no
IT1691A;1908266;IT;ITALY;CEP 1908266;01/01/2005;;Traffic;;suburban;;Wide street: L/H > 1.5;13.308611;38.135559;69;PALERMO;;82053;Palermo;no
IT1032A;803917;IT;ITALY;CERAMICHE 803917;01/10/1995;01/07/2008;Traffic;;urban;;Wide street: L/H > 1.5;11.887500;44.290833;35;FAENZA;;39010;Faenza;no
IT1322A;1607401;IT;ITALY;CERANO 1607401;01/01/1900;;Industrial;;rural;;Wide street: L/H > 1.5;18.016667;40.600000;16;BRINDISI;;74001;Brindisi;no
IT2008A;2009504;IT;ITALY;CESGI1 2009504;17/02/2011;;Traffic;;urban;;;8.605278;39.885281;4;SANTA GIUSTA;;95047;Santa Giusta;no
IT1833A;502416;IT;ITALY;CHIAMPO 502416;01/01/2007;;Industrial;;urban;;;11.525000;45.532223;200;CHIAMPO;;24116;Vicenza;no
IT1662A;701174;IT;ITALY;CHIAPPA - LA SPEZIA 701174;01/01/2004;;Background;suburban;suburban;;;9.798612;44.123608;54;LA SPEZIA;;11015;La Spezia;no
IT1589A;1104220;IT;ITALY;CHIARAVALLE 1104220;03/09/2003;;Traffic;;urban;;Wide street: L/H > 1.5;13.321667;43.600277;29;CHIARAVALLE;;42014;Chiaravalle;no
IT0459A;1104206;IT;ITALY;CHIARAVALLE2 1104206;01/09/1997;;Background;rural background;suburban;;;13.341944;43.598888;15;CHIARAVALLE;;42014;Chiaravalle;no
IT0905A;301402;IT;ITALY;CHIAVENNA 301402;27/10/1993;;Background;urban;suburban;;Wide street: L/H > 1.5;9.395833;46.320000;333;CHIAVENNA;;14018;Chiavenna;no
IT1421A;1306901;IT;ITALY;CHIETI 1306901;01/01/1997;;Industrial;suburban;suburban;;;14.138888;42.361664;33;CHIETI;;69022;Chieti;no
IT1457A;701106;IT;ITALY;CHIODO/AMENDOLA - LA SPEZIA 701106;01/01/2000;;Traffic;;urban;;Wide street: L/H > 1.5;9.818611;44.101665;3;LA SPEZIA;;11015;La Spezia;no
IT0447A;502705;IT;ITALY;CHIOGGIA 502705;18/06/1993;;Background;;urban;;;12.279166;45.200001;2;CHIOGGIA;;27008;Chioggia;no
IT1841A;1205886;IT;ITALY;CIAMPINO 1205886;04/12/2006;;Traffic;;urban;;;12.606945;41.797779;134;CIAMPINO;;58118;Ciampino;no
IT1605A;1607274;IT;ITALY;CIAPI 1607274;01/05/2004;;Background;;suburban;;;16.816667;41.123056;10;MODUGNO;;72006;Bari;no
IT0615A;1908904;IT;ITALY;CIAPI 1908904;01/05/1983;;Industrial;;suburban;;Wide street: L/H > 1.5;15.202499;37.142502;35;PRIOLO GARGALLO;;89021;Priolo Gargallo;no
IT0816A;1908503;IT;ITALY;CIMITERO FARELLO 1908503;17/01/1992;;Background;;rural;;Canyon street: L/H < 1.5;14.316944;37.058334;38;GELA;;85007;Gela;no
IT0956A;1205804;IT;ITALY;CINECITTA 1205804;13/01/1998;;Background;urban;urban;;;12.568611;41.857777;53;ROMA;;58091;Roma;no
IT0694A;301512;IT;ITALY;CINISELLO B. 301512;01/11/1988;;Traffic;;urban;;Highway: average speed vehicles > 80 km/h;9.228055;45.551388;154;CINISELLO BALSAMO;;15077;Cinisello Balsamo;no
IT1836A;1205883;IT;ITALY;CIPRO 1205883;17/12/2006;;Background;urban;urban;;;12.447500;41.906391;31;ROMA;;58091;Roma;no
IT1920A;803625;IT;ITALY;CIRC. SAN FRANCESCO 803625;10/05/2007;;Traffic;;urban;;Wide street: L/H > 1.5;10.810000;44.544998;131;FIORANO MODENESE;;36013;Fiorano Modenese;no
IT0779A;301603;IT;ITALY;CISERANO 301603;01/06/1991;;Traffic;;urban;;Wide street: L/H > 1.5;9.606112;45.590832;159;CISERANO;;16075;Ciserano;no
IT0866A;1205903;IT;ITALY;CISTERNA 1205903;18/11/1992;21/10/2003;Traffic;urban;urban;;Wide street: L/H > 1.5;12.830000;41.590000;-9999;CISTERNA DI LATINA;;59005;Cisterna di Latina;no
IT1981A;1306814;IT;ITALY;CITTA_ S. ANGELO 1306814;15/06/2009;;Traffic;;suburban;;Wide street: L/H > 1.5;14.138447;42.521528;3;CITTA_ SANT_ANGELO;;;;no
IT0683A;501;IT;ITALY;CITTADELLA;01/11/1987;;Traffic;;unknown;;;10.780011;45.170002;18;MANTOVA;;20030;Mantova;no
IT0949A;302003;IT;ITALY;CITTADELLA 302003;01/11/1987;15/12/2002;Traffic;;urban;;Canyon street: L/H < 1.5;10.787500;45.171947;18;MANTOVA;;20030;Mantova;no
IT0804A;803401;IT;ITALY;CITTADELLA 803401;05/01/1992;;Background;urban;urban;;;10.331667;44.793610;60;PARMA;;34027;Parma;no
IT0864A;1205601;IT;ITALY;CIVITA CASTELLANA 1205601;01/04/1992;;Traffic;;urban;;Wide street: L/H > 1.5;12.415000;42.289165;139;CIVITA CASTELLANA;;56021;Civita Castellana;no
IT1066A;1104301;IT;ITALY;CIVITANOVA MARCHE 1104301;06/06/1996;20/04/1999;Traffic;;urban;;Wide street: L/H > 1.5;13.729444;43.311665;5;CIVITANOVA MARCHE;;43013;Civitanova Marche;no
IT0885A;1205805;IT;ITALY;CIVITAVECCHIA 1205805;01/01/1993;;Traffic;urban;urban;;Canyon street: L/H < 1.5;11.802500;42.091667;26;CIVITAVECCHIA;;58032;Civitavecchia;no
IT1478A;609308;IT;ITALY;CLAUT - LOCALITA PORTO PINEDO 609308;01/01/2001;;Background;suburban;rural;;;12.468333;46.263054;558;CLAUT;;93015;Claut;no
IT1287A;309804;IT;ITALY;CODOGNO 309804;01/10/1994;;Traffic;;urban;;Wide street: L/H > 1.5;9.698334;45.158611;58;CODOGNO;;98019;Codogno;no
IT0984A;200706;IT;ITALY;COGNE 200706;01/10/1994;;Background;rural background;rural;;Unknown;7.356945;45.614998;1788;COGNE;;7021;Cogne;no
IT0775A;301301;IT;ITALY;COLICO 301301;01/11/1991;;Background;suburban;suburban;;Unknown;9.385000;46.137222;228;COLICO;;97023;Colico;no
IT0888A;1205806;IT;ITALY;COLLEFERRO OBERDAN 1205806;01/01/1993;;Traffic;urban;urban;;Wide street: L/H > 1.5;13.004444;41.730835;219;COLLEFERRO;;58034;Colleferro;no
IT0889A;1205807;IT;ITALY;COLLEFERRO V. EUROPA 1205807;01/01/1993;;Traffic;;urban;;Wide street: L/H > 1.5;13.009444;41.725002;223;COLLEFERRO;;58034;Colleferro;no
IT0700A;701011;IT;ITALY;COLLEGIO CALASANZIO 701011;01/01/1989;31/12/2005;Industrial;;urban;;;8.870833;44.418613;60;GENOVA;;10025;Genova;no
IT0771A;301311;IT;ITALY;COMO 301311;01/11/1991;;Traffic;;urban;;Wide street: L/H > 1.5;9.083611;45.804443;201;COMO;;13075;Como;no
IT1831A;502719;IT;ITALY;CONCORDIA SAGITTARIA 502719;05/05/2006;;Background;rural background;rural;regional;;12.787223;45.694447;2;CONCORDIA SAGITTARIA;;27011;Concordia Sagittaria;no
IT1435A;1908301;IT;ITALY;CONDRO 1908301;01/01/1992;;Industrial;;suburban;;;15.325000;38.175278;150;CONDRO_;;83018;Condrò;no
IT1328A;502604;IT;ITALY;CONEGLIANO 502604;01/01/1991;;Background;;urban;;;12.308056;45.890556;72;CONEGLIANO;;26021;Conegliano;no
IT1794A;1908366;IT;ITALY;CONTRADA GABBIA 1908366;18/01/2005;;Industrial;;suburban;;;15.311666;38.208057;10;PACE DEL MELA;;83064;Pace del Mela;no
IT1326A;1807872;IT;ITALY;CORIGLIANO;01/01/1900;;Industrial;;suburban;;Unknown;16.521669;39.590832;-9999;ROSSANO;;78044;Corigliano Calabro;no
IT0995A;301513;IT;ITALY;CORMANO 301513;01/11/1994;;Traffic;urban;urban;;Wide street: L/H > 1.5;9.172222;45.541668;146;CORMANO;;15086;Cormano;no
IT1736A;301812;IT;ITALY;CORNALE 301812;28/07/2005;;Background;rural;rural;;;8.915000;45.040833;74;CORNALE;;18055;Cornale;no
IT0924A;803504;IT;ITALY;CORREGGIO 803504;20/11/1993;31/12/2006;Traffic;;urban;;Wide street: L/H > 1.5;10.787223;44.765835;32;CORREGGIO;;35020;Correggio;no
IT0623A;301514;IT;ITALY;CORSICO 301514;01/11/1983;;Traffic;;urban;;Highway: average speed vehicles > 80 km/h;9.105278;45.432224;116;CORSICO;;15093;Corsico;no
IT1884A;701073;IT;ITALY;CORSO BUENOS AIRES - GENOVA 701073;01/11/2006;;Traffic;;urban;;Wide street: L/H > 1.5;8.950000;44.403057;7;GENOVA;;10025;Genova;no
IT1698A;701068;IT;ITALY;CORSO EUROPA/VIA SAN MARTINO - GENOVA 701068;01/01/2005;;Traffic;;urban;;Wide street: L/H > 1.5;8.968055;44.405003;75;GENOVA;;10025;Genova;no
IT1580A;700968;IT;ITALY;CORSO FERRARI - ALBISOLA SUPERIORE 700968;01/02/2003;;Traffic;suburban;urban;;Wide street: L/H > 1.5;8.510278;44.329720;6;ALBISOLA SUPERIORE;;9004;Albisola Superiore;no
IT0854A;701009;IT;ITALY;CORSO FIRENZE - GENOVA 701009;01/08/1993;;Background;urban;urban;;;8.927501;44.418056;105;GENOVA;;10025;Genova;no
IT1556A;700801;IT;ITALY;CORSO GENOVA 700801;20/04/2002;;Traffic;;suburban;;Wide street: L/H > 1.5;7.614444;43.790276;10;VENTIMIGLIA;;8065;Ventimiglia;no
IT0718A;702;IT;ITALY;CORSO ISONZO.A;01/01/1990;;Traffic;;urban;;Highway: average speed vehicles > 80 km/h;11.610008;44.840000;0;FERRARA;;38008;Ferrara;no
IT1145A;700903;IT;ITALY;CORSO RICCI - SAVONA 700903;15/10/1997;;Traffic;urban;urban;;Wide street: L/H > 1.5;8.473055;44.312778;12;SAVONA;;9056;Savona;no
IT1411A;1908504;IT;ITALY;CORSO V. EMANUELE 1908504;17/01/1992;;Traffic;urban;urban;;Wide street: L/H > 1.5;14.063334;37.490002;554;CALTANISSETTA;;85004;Caltanissetta;no
IT2074A;803323;IT;ITALY;CORTE BRUGNATELLA 803323;01/01/2011;;Background;rural background;rural;remote;;9.366944;44.734722;765;CORTE BRUGNATELLA;;;;no
IT0842A;301903;IT;ITALY;CORTE DEI CORTESI 301903;01/11/1992;;Background;rural background;rural;;Unknown;10.007222;45.279167;61;CORTE DE_CORTESI CON CIGNONE;;19032;Corte de_ Cortesi con Cignone;no
IT1645A;803318;IT;ITALY;CORTEMAGGIORE 803318;18/09/2000;24/07/2006;Traffic;suburban;suburban;;Wide street: L/H > 1.5;9.927778;44.987778;52;CORTEMAGGIORE;;33018;Cortemaggiore;no
IT1180A;1005401;IT;ITALY;CORTONESE 1005401;01/06/1998;;Background;suburban;urban;;;12.366112;43.103054;290;PERUGIA;;54039;Perugia;no
IT0916A;301604;IT;ITALY;COSTA VOLPINO 301604;01/08/1993;;Traffic;;urban;;Wide street: L/H > 1.5;10.097500;45.826389;207;COSTA VOLPINO;;16086;Costa Volpino;no
IT0510A;803905;IT;ITALY;COTIGNOLA 803905;01/05/1980;15/10/2008;Industrial;suburban;suburban;;;11.943611;44.392502;19;COTIGNOLA;;39009;Cotignola;no
IT1852A;2102125;IT;ITALY;CR1 Cortina sulla strada del vino 2102125;26/02/2008;;Background;rural;suburban;;;11.227221;46.267223;210;CORTINA SULLA STRADA DEL VINO;;21025;Cortina sulla strada del vino;no
IT0838A;301904;IT;ITALY;CREMA - VIA INDIPENDENZA 301904;01/11/1992;03/04/2007;Background;;urban;;;9.678056;45.370277;79;CREMA;;19035;Crema;no
IT0839A;301905;IT;ITALY;CREMA - VIA XI FEBBRAIO 301905;01/11/1992;;Background;suburban;urban;;;9.705000;45.367222;79;CREMA;;19035;Crema;no
IT1153A;301906;IT;ITALY;CREMONA - P.ZZA CADORNA 301906;20/11/1997;;Traffic;;urban;;Wide street: L/H > 1.5;10.016667;45.132778;45;CREMONA;;19036;Cremona;no
IT1217A;301908;IT;ITALY;CREMONA - PIAZZA LIBERTA 301908;01/11/1992;03/04/2006;Traffic;;urban;;Wide street: L/H > 1.5;10.033334;45.138336;45;CREMONA;;19036;Cremona;no
IT1739A;301915;IT;ITALY;CREMONA VIA FATEBENEFRATELLI 301915;08/04/2006;;Background;urban;urban;;;10.045834;45.142223;45;CREMONA;;19036;Cremona;no
IT1715A;1908798;IT;ITALY;CRISTALLO 1908798;01/09/1993;;Unknown;;suburban;;;15.093056;37.537222;146;CATANIA;;;;no
IT0282A;301547;IT;ITALY;CUGGIONO 301547;01/11/1989;;Industrial;;rural;;Unknown;8.804723;45.500557;157;CUGGIONO;;15096;Cuggiono;no
IT1858A;1908518;IT;ITALY;Calafato 1908518;31/12/2006;;Traffic;;urban;;;14.050000;37.255556;500;CALTANISSETTA;;85009;Mazzarino;no
IT1606A;16072;IT;ITALY;Caldarola 16072;01/05/2004;;Traffic;urban;urban;;;16.888056;41.113609;10;BARI;;72006;Bari;no
IT1666A;1607584;IT;ITALY;Campi Salentina 1607584;01/01/2004;;Background;;suburban;;;18.029722;40.404446;10;CAMPI SALENTINA;;75011;Campi Salentina;no
IT2033A;1908801;IT;ITALY;Campo d_atletica 1908801;01/01/2011;;Background;suburban;suburban;;;14.740278;36.087778;501;RAGUSA;;;;no
IT1129A;100117;IT;ITALY;Carmagnola - Miro_ 100117;17/04/1997;;Traffic;;suburban;;Wide street: L/H > 1.5;7.723333;44.855278;239;CARMAGNOLA;;1059;Carmagnola;no
IT1582A;100610;IT;ITALY;Casale M.to - Castello 100610;15/03/2003;;Background;;urban;;;8.433333;45.133335;116;CASALE MONFERRATO;;6039;Casale Monferrato;no
IT0191A;;IT;ITALY;Castel San Giovanni;01/05/1978;;Traffic;;urban;;;9.733334;45.099998;69;PIACENZA;;;;no
IT0394A;;IT;ITALY;Centro-51 Viale Marconi;01/01/1900;;Unknown;;urban;;Unknown;14.217789;42.461945;0;PESCARA;;68028;Pescara;no
IT1963A;100168;IT;ITALY;Ceresole Reale - Diga 100168;01/01/2009;;Background;rural background;rural;;;7.245277;45.430000;1620;CERESOLE REALE;;1073;Ceresole Reale;no
IT1131A;100119;IT;ITALY;Chieri - Buozzi 100119;17/04/1997;;Traffic;;suburban;;Wide street: L/H > 1.5;7.815834;45.017223;308;CHIERI;;1078;Chieri;no
IT1938A;1807877;IT;ITALY;Città dei ragazzi 1807877;01/03/2009;;Background;urban;urban;;;16.245556;39.314167;200;COSENZA;;;;no
IT1796A;1104305;IT;ITALY;Civitanova IPPODROMO S. MARONE 1104305;20/02/2006;;Background;suburban;rural;;;13.674723;43.335556;110;;;43013;Civitanova Marche;no
IT1246A;109603;IT;ITALY;Cossato - Pace 109603;01/01/1999;;Background;urban;urban;;;8.187500;45.568890;273;COSSATO;;96020;Cossato;no
IT0181A;;IT;ITALY;Cotignola;01/05/1975;;Unknown;;unknown;;;12.236670;44.335278;0;RAVENNA;;;;no
IT1939A;1810101;IT;ITALY;Crotone 1810101;01/03/2009;;Background;urban;urban;;;17.113890;39.076942;20;CROTONE;;101010;Crotone;no
IT1529A;10402;IT;ITALY;Cuneo - Alpini 10402;01/01/2002;;Background;urban;urban;;;7.538055;44.381664;551;CUNEO;;4078;Cuneo;no
IT0780A;301605;IT;ITALY;DALMINE 301605;01/05/1991;;Traffic;;urban;;Wide street: L/H > 1.5;9.612223;45.643059;207;DALMINE;;16091;Dalmine;no
IT0739A;301703;IT;ITALY;DARFO 301703;01/11/1990;30/11/1999;Traffic;;suburban;;Wide street: L/H > 1.5;10.194722;45.883614;221;DARFO BOARIO TERME;;17065;Darfo Boario Terme;no
IT1385A;301721;IT;ITALY;DARFO_2 301721;01/02/2000;;Background;suburban;suburban;;Wide street: L/H > 1.5;10.177501;45.873886;226;DARFO BOARIO TERME;;17065;Darfo Boario Terme;no
IT1029A;803705;IT;ITALY;DE AMICIS 803705;01/09/1995;;Traffic;;urban;;Wide street: L/H > 1.5;11.720278;44.355553;42;IMOLA;;37032;Imola;no
IT1928A;803923;IT;ITALY;DELTA CERVIA 803923;25/02/2009;;Background;suburban;suburban;;;12.332222;44.283890;0;CERVIA;;39007;Cervia;no
IT1552A;1908209;IT;ITALY;DI BLASI 1908209;28/03/2002;;Traffic;;urban;;Wide street: L/H > 1.5;13.328889;38.121387;55;PALERMO;;82053;Palermo;no
IT1786A;1908516;IT;ITALY;DISCARICA FOSFOGESSI 1908516;18/03/2005;31/12/2008;Industrial;;suburban;;;14.300834;37.070000;5;GELA;;85007;Gela;no
IT1474A;603103;IT;ITALY;DOBERDO DEL LAGO 603103;17/11/2002;;Background;rural;rural;;;13.544723;45.843887;125;DOBERDO_ DEL LAGO;;31003;Doberdò del Lago;no
IT0988A;200708;IT;ITALY;DONNAS 200708;01/10/1994;;Background;;rural;regional;Unknown;7.760278;45.597500;371;DONNAS;;7023;Donnas;no
IT1151A;603002;IT;ITALY;D_ANNUNZIO 603002;14/11/1997;;Traffic;;urban;;Wide street: L/H > 1.5;13.245000;46.057777;100;UDINE;;30129;Udine;no
IT2062A;301624;IT;ITALY;Dalmine - Via Verdi 301624;01/01/2011;;;;suburban;;;9.614722;45.643889;3;;;;;no
IT1904A;100614;IT;ITALY;Dernice - Costa 100614;19/12/2008;;Background;rural;rural;remote;;9.053333;44.764999;580;DERNICE;;6066;Dernice;no
IT0375A;;IT;ITALY;Domenico (228 Via S.);01/01/1900;;Unknown;;urban;;Unknown;7.670002;45.079998;0;TORINO;;1272;Torino;no
IT1121A;100122;IT;ITALY;Druento - La Mandria 100122;17/04/1997;;Background;;rural;;Unknown;7.560000;45.175556;337;DRUENTO;;1099;Druento;no
IT1054A;804006;IT;ITALY;EMILIA 804006;01/04/1996;31/01/2008;Traffic;;urban;;Wide street: L/H > 1.5;12.259167;44.140003;34;CESENA;;40007;Cesena;no
IT1604A;1607273;IT;ITALY;ENAIP 1607273;01/05/2004;;Background;;suburban;;;16.768333;41.109444;10;MODUGNO;;72027;Modugno;no
IT1890A;1908601;IT;ITALY;ENNA 1908601;01/04/2008;;Background;urban;urban;;;14.266666;37.549999;0;ENNA;;86009;Enna;no
IT1747A;200716;IT;ITALY;ENTREVES 200716;01/01/2006;;Traffic;;suburban;;Wide street: L/H > 1.5;6.973333;45.791943;1338;COURMAYEUR;;7022;Courmayeur;no
IT0902A;301307;IT;ITALY;ERBA 301307;01/10/1993;01/01/2010;Background;urban;suburban;;;9.224444;45.810555;323;ERBA;;13095;Erba;no
IT2007A;301315;IT;ITALY;ERBA- Via Battisti 301315;01/01/2010;;Background;urban;urban;;;9.222777;45.809444;323;ERBA;;13095;Erba;no
IT0976A;502802;IT;ITALY;ESTE - Via Versori 502802;01/09/1994;03/01/2008;Traffic;;urban;;Wide street: L/H > 1.5;11.642500;45.225834;11;ESTE;;28037;Este;no
IT1871A;502811;IT;ITALY;ESTE 502811;08/01/2008;;Industrial;suburban;suburban;;;11.665833;45.226665;12;ESTE;;28037;Este;no
IT0979A;200709;IT;ITALY;ETROUBLES 200709;01/10/1994;;Background;;rural;;Unknown;7.235278;45.815834;1330;ETROUBLES;;7026;Etroubles;no
IT1717A;1908796;IT;ITALY;EUROPA 1908796;01/09/1993;;Traffic;;urban;;Wide street: L/H > 1.5;15.105833;37.516389;16;CATANIA;;;;no
IT1092A;603201;IT;ITALY;EZIT 603201;01/11/1996;01/07/1999;Industrial;;suburban;;Wide street: L/H > 1.5;13.823334;45.615276;5;TRIESTE;;32006;Trieste;no
IT0462A;1104208;IT;ITALY;FALCONARA ACQUEDOTTO 1104208;16/02/1984;;Industrial;suburban;suburban;;;13.370556;43.636112;5;FALCONARA MARITTIMA;;42018;Falconara Marittima;no
IT0463A;1104209;IT;ITALY;FALCONARA ALTA 1104209;01/09/1997;;Industrial;suburban;suburban;;;13.390000;43.620552;90;FALCONARA MARITTIMA;;42018;Falconara Marittima;no
IT0461A;1104210;IT;ITALY;FALCONARA SCUOLA 1104210;15/05/1985;;Industrial;suburban;suburban;;;13.387500;43.633335;10;FALCONARA MARITTIMA;;42018;Falconara Marittima;no
IT1113A;609304;IT;ITALY;FANNA 609304;08/04/1997;;Industrial;;suburban;;;12.748611;46.182224;262;FANNA;;93020;Fanna;no
IT1672A;803515;IT;ITALY;FEBBIO 803515;07/10/2004;;Background;rural background;rural;remote;;10.430278;44.299721;1020;VILLA MINOZZO;;35045;Villa Minozzo;no
IT0871A;1206004;IT;ITALY;FERENTINO 1206004;01/07/1992;;Traffic;;urban;;Wide street: L/H > 1.5;13.250278;41.690002;316;FERENTINO;;60033;Ferentino;no
IT1837A;1205882;IT;ITALY;FERMI 1205882;17/12/2006;;Traffic;;urban;;;12.469444;41.864166;26;ROMA;;58091;Roma;no
IT1873A;301218;IT;ITALY;FERNO 301218;05/11/2006;;Background;urban;urban;;;8.750000;45.616667;215;FERNO;;12068;Ferno;no
IT0551A;1005503;IT;ITALY;FERONIA 1005503;01/01/1980;;Industrial;;suburban;;Wide street: L/H > 1.5;12.521389;42.519167;284;NARNI;;;;no
IT0688A;301802;IT;ITALY;FERRERA 301802;01/11/1988;;Industrial;;rural;;Unknown;8.869722;45.109722;89;FERRERA ERBOGNONE;;18062;Ferrera Erbognone;no
IT1746A;301814;IT;ITALY;FERRERA ERBOGNONE - Eni 301814;20/01/2006;;Industrial;rural;rural;;;8.875000;45.114445;88;FERRERA ERBOGNONE;;18062;Ferrera Erbognone;no
IT0862A;904809;IT;ITALY;FI-BASSI 904809;22/12/1992;;Background;;urban;;;11.287500;43.786667;61;FIRENZE;;48017;Firenze;no
IT0948A;904810;IT;ITALY;FI-BOBOLI 904810;01/04/1994;;Background;urban;urban;;;11.249166;43.765278;75;FIRENZE;;48017;Firenze;no
IT1484A;904822;IT;ITALY;FI-CALENZANO-BOCCACCIO 904822;31/01/2001;03/08/2010;Industrial;;rural;;;11.177222;43.849998;40;CALENZANO;;48005;Calenzano;no
IT1656A;904821;IT;ITALY;FI-CALENZANO-GIOVANNI 904821;01/01/2001;;Background;urban;suburban;;;11.184722;43.848053;40;CALENZANO;;;;no
IT1845A;904826;IT;ITALY;FI-CAMPI-BISENZIO 904826;11/05/2005;;Background;;suburban;;;11.147223;43.822498;44;CAMPI BISENZIO;;;;no
IT0882A;904808;IT;ITALY;FI-EMPOLI-RIDOLFI 904808;01/07/1993;;Traffic;;urban;;Canyon street: L/H < 1.5;10.948889;43.718891;27;EMPOLI;;;;no
IT0861A;904811;IT;ITALY;FI-GRAMSCI 904811;22/12/1992;;Traffic;;urban;;;11.272222;43.773056;49;FIRENZE;;48017;Firenze;no
IT1784A;904827;IT;ITALY;FI-GREVE 904827;08/03/2005;;Industrial;;rural;;;11.283890;43.626663;172;GREVE IN CHIANTI;;;;no
IT1990A;904829;IT;ITALY;FI-INCISA 904829;07/11/2008;;Background;urban;urban;;;11.453055;43.659447;0;INCISA IN VAL D_ARNO;;48023;Incisa in Val d_Arno;no
IT1482A;904820;IT;ITALY;FI-MONTELUPO-PRATELLE 904820;22/01/2001;10/05/2007;Industrial;;rural;;;10.997223;43.725277;40;MONTELUPO FIORENTINO;;48028;Montelupo Fiorentino;no
IT0880A;904818;IT;ITALY;FI-MONTELUPO-VIA-ASIA 904818;02/04/1993;31/12/2010;Background;suburban;urban;;;11.021111;43.730278;48;MONTELUPO FIORENTINO;;;;no
